Temperature (K), B_2V
252,-23885506602265190934249472
252,-23860772038700845926187008
252,-23836057333605993763831808
252,-23811362463725246260183040
253,-23786687405839443277381632
253,-23762032136765236114882560
253,-23737396633355491236380672
253,-23712780872498714744193024
253,-23688184831119301487362048
253,-23663608486177423392505856
253,-23639051814668758880878592
253,-23614514793624814990917632
253,-23589997400112403392233472
253,-23565499611233898083647488
253,-23541021404127149493846016
254,-23516562755965063574585344
254,-23492123643956130081669120
254,-23467704045343774034886656
254,-23443303937406643480821760
254,-23418923297458429104226304
254,-23394562102847739673968640
254,-23370220330958230892052480
254,-23345897959208309040873472
254,-23321594965051092328513536
254,-23297311325974604162269184
254,-23273047019501403781464064
254,-23248802023188581962481664
255,-23224576314627838328176640
255,-23200369871445270894477312
255,-23176182671301436199927808
255,-23152014691891057247911936
255,-23127865910943285499658240
255,-23103736306221292852346880
255,-23079625855522490682441728
255,-23055534536678302212423680
255,-23031462327554141035954176
255,-23007409206049325218529280
255,-22983375150097077297479680
256,-22959360137664382548049920
256,-22935364146752006163267584
256,-22911387155394244145840128
256,-22887429141659189596127232
256,-22863490083648354755018752
256,-22839569959496679593869312
256,-22815668747372690728288256
256,-22791786425478054741540864
256,-22767922972047805817815040
256,-22744078365350397281828864
256,-22720252583687031583932416
256,-22696445605392351789842432
257,-22672657408833844580188160
257,-22648887972412085063647232
257,-22625137274560457604071424
257,-22601405293745228834930688
257,-22577692008465470349901824
257,-22553997397252938443784192
257,-22530321438671992508121088
257,-22506664111319749650022400
257,-22483025393825642310533120
257,-22459405264851839171428352
257,-22435803703092686809464832
258,-22412220687274885790040064
258,-22388656196157598041374720
258,-22365110208532090372227072
258,-22341582703221824666206208
258,-22318073659082359097524224
258,-22294583055001257936683008
258,-22271110869898104435376128
258,-22247657082724457876815872
258,-22224221672463638827368448
258,-22200804618130862280540160
258,-22177405898772992843841536
259,-22154025493468669292838912
259,-22130663381328076937887744
259,-22107319541493024933543936
259,-22083993953136710055362560
259,-22060686595464004462706688
259,-22037397447710961777508352
259,-22014126489144911573549056
259,-21990873699064695599661056
259,-21967639056800208218226688
259,-21944422541712443649818624
259,-21921224133193586167513088
259,-21898043810666911312642048
260,-21874881553586476657147904
260,-21851737341437370911686656
260,-21828611153735542126936064
260,-21805502970027728974118912
260,-21782412769891404910428160
260,-21759340532934816833732608
260,-21736286238796594240552960
260,-21713249867146230262398976
260,-21690231397683531909955584
260,-21667230810138847706349568
260,-21644248084272947428065280
261,-21621283199876863191154688
261,-21598336136771966760648704
261,-21575406874809853586440192
261,-21552495393872244019036160
261,-21529601673871052029034496
261,-21506725694748213408432128
261,-21483867436475604166246400
261,-21461026879055212327206912
261,-21438204002518742794764288
261,-21415398786927849279324160
261,-21392611212373880895176704
261,-21369841258978053959188480
262,-21347088906891031084007424
262,-21324354136293346379825152
262,-21301636927394842813661184
262,-21278937260435106001059840
262,-21256255115682991759687680
262,-21233590473436806497959936
262,-21210943314024285740204032
262,-21188313617802263414177792
262,-21165701365157015448453120
262,-21143106536503843160588288
262,-21120529112287262235688960
263,-21097969072980723553533952
263,-21075426399086922426220544
263,-21052901071137274612154368
263,-21030393069692251323498496
263,-21007902375341185952645120
263,-20985428968702067913785344
263,-20962972830421834700685312
263,-20940533941175985339629568
263,-20918112281668623339094016
263,-20895707832632581243797504
263,-20873320574829193001435136
263,-20850950489048130753921024
264,-20828597556107684010262528
264,-20806261756854476178718720
264,-20783943072163331422814208
264,-20761641482937480819769344
264,-20739356970108386266841088
264,-20717089514635560092696576
264,-20694839097506754035974144
264,-20672605699737735906983936
264,-20650389302372238048100352
264,-20628189886482081887813632
264,-20606007433166855818182656
265,-20583841923554108468363264
265,-20561693338799189790818304
265,-20539561660085160867004416
265,-20517446868622746662731776
265,-20495348945650507826855936
265,-20473267872434441259319296
265,-20451203630268194859515904
265,-20429156200472857072893952
265,-20407125564396969775857664
265,-20385111703416498210996224
265,-20363114598934822397149184
266,-20341134232382552445812736
266,-20319170585217592985649152
266,-20297223638924881169481728
266,-20275293375016859120697344
266,-20253379775032782443511808
266,-20231482820539029460615168
266,-20209602493128950889316352
266,-20187738774423058820104192
266,-20165891646068485550768128
266,-20144061089739434557964288
266,-20122247087136789655191552
266,-20100449619988252431745024
267,-20078668670048191928860672
267,-20056904219097764898799616
267,-20035156248944576502431744
267,-20013424741422903647535104
267,-19991709678393445880692736
267,-19970011041743501480951808
267,-19948328813386653927211008
267,-19926662975262973761683456
267,-19905013509338842496237568
267,-19883380397606785108672512
267,-19861763622085727740755968
268,-19840163164820692755546112
268,-19818579007882798737391616
268,-19797011133369367866114048
268,-19775459523403642449166336
268,-19753924160134905180717056
268,-19732405025738440486944768
268,-19710902102415332662575104
268,-19689415372392500230619136
268,-19667944817922824791392256
268,-19646490421284837489901568
268,-19625052164782710425911296
268,-19603630030746441337536512
269,-19582224001531510003859456
269,-19560834059519015683883008
269,-19539460187115634166857728
269,-19518102366753458858491904
269,-19496760580890009370886144
269,-19475434812008179982925824
269,-19454125042616364194332672
269,-19432831255247986574229504
269,-19411553432462000977346560
269,-19390291556842263478796288
269,-19369045610998082129887232
270,-19347815577563731626819584
270,-19326601439198511292743680
270,-19305403178586916876451840
270,-19284220778438230383001600
270,-19263054221486782066720768
270,-19241903490491703470587904
270,-19220768568237086340022272
270,-19199649437531838741479424
270,-19178546081209343612551168
270,-19157458482128090122158080
270,-19136386623170992918233088
270,-19115330487245572516347904
271,-19094290057284092738666496
271,-19073265316243191346757632
271,-19052256247104026070482944
271,-19031262832872313262702592
271,-19010285056578057316335616
271,-18989322901275666628476928
271,-18968376350043777506738176
271,-18947445385985425967939584
271,-18926529992227918889091072
271,-18905630151922479672590336
271,-18884745848244763642298368
272,-18863877064394338352496640
272,-18843023783594932695990272
272,-18822185989094290875219968
272,-18801363664164041405759488
272,-18780556792099770130759680
272,-18759765356220953648955392
272,-18738989339870961462149120
272,-18718228726416933568643072
272,-18697483499249675236540416
272,-18676753641783837392371712
272,-18656039137457725495050240
273,-18635339969733157801951232
273,-18614656122095705887080448
273,-18593987578054342453755904
273,-18573334321141632460652544
273,-18552696334913578502979584
273,-18532073602949592895193088
273,-18511466108852549210603520
273,-18490873836248449421410304
273,-18470296768786831920594944
273,-18449734890140365647511552
273,-18429188184005004706709504
273,-18408656634099741407313920
274,-18388140224166842486226944
274,-18367638937971576377704448
274,-18347152759302322735022080
274,-18326681671970460761325568
274,-18306225659810304785121280
274,-18285784706679080637956096
274,-18265358796456983636475904
274,-18244947913046946654191616
274,-18224552040374826952556544
274,-18204171162389114123190272
274,-18183805263061241473007616
275,-18163454326385053448273920
275,-18143118336377226541400064
275,-18122797277076962200780800
275,-18102491132546089910009856
275,-18082199886868927601442816
275,-18061923524152208641753088
275,-18041662028525318055133184
275,-18021415384139897386303488
275,-18001183575169840405544960
275,-17980966585811608788795392
275,-17960764400283875635363840
275,-17940577002827525467930624
276,-17920404377705611282874368
276,-17900246509203464071938048
276,-17880103381628503843667968
276,-17859974979310282573086720
276,-17839861286600254420942848
276,-17819762287872054906585088
276,-17799677967521281864630272
276,-17779608309965413840584704
276,-17759553299643846598066176
276,-17739512921017858759065600
276,-17719487158570523757117440
277,-17699475996806739902070784
277,-17679479420253110121005056
277,-17659497413458019267641344
277,-17639529960991419373977600
277,-17619577047444967089242112
277,-17599638657431881945972736
277,-17579714775587062324133888
277,-17559805386566681724190720
277,-17539910475048656918544384
277,-17520030025732171210162176
277,-17500164023337947163000832
277,-17480312452607984609001472
278,-17460475298305607892729856
278,-17440652545215489493696512
278,-17420844178143656468807680
278,-17401050181917095315374080
278,-17381270541384260924735488
278,-17361505241414518236512256
278,-17341754266898530933145600
278,-17322017602747969382121472
278,-17302295233895547143192576
278,-17282587145294922184130560
278,-17262893321920838614646784
279,-17243213748768793826426880
279,-17223548410855343435808768
279,-17203897293217920895156224
279,-17184260380914566909919232
279,-17164637659024298805821440
279,-17145029112646857125789696
279,-17125434726902596108288000
279,-17105854486932655486009344
279,-17086288377898722115190784
279,-17066736384983203921788928
279,-17047198493388972203442176
280,-17027674688339488331005952
280,-17008164955078745766494208
280,-16988669278870960825434112
280,-16969187645001197594607616
280,-16949720038774627050192896
280,-16930266445516711741358080
280,-16910826850573429128560640
280,-16891401239311028917895168
280,-16871989597115850524983296
280,-16852591909394690294677504
280,-16833208161574241007828992
280,-16813838339101602982395904
281,-16794482427443796594655232
281,-16775140412088039304593408
281,-16755812278541584594632704
281,-16736498012331640365252608
281,-16717197599005390409826304
281,-16697911024129985824686080
281,-16678638273292459109777408
281,-16659379332099807920521216
281,-16640134186178765287063552
281,-16620902821175833974013952
281,-16601685222757415329464320
282,-16582481376609568766820352
282,-16563291268438018207252480
282,-16544114883968235831558144
282,-16524952208945302493724672
282,-16505803229133873361190912
282,-16486667930318162882461696
282,-16467546298301976999362560
282,-16448438318908601477890048
282,-16429343977980709566414848
282,-16410263261380546679275520
282,-16391196154989631896551424
282,-16372142644708929762754560
283,-16353102716458659160784896
283,-16334076356178430750883840
283,-16315063549827128859033600
283,-16296064283382716055945216
283,-16277078542842553132122112
283,-16258106314223049058025472
283,-16239147583559740440969216
283,-16220202336907330179825664
283,-16201270560339693907476480
283,-16182352239949469821435904
283,-16163447361848524687802368
284,-16144555912167586621554688
284,-16125677877056408295309312
284,-16106813242683608025530368
284,-16087961995236680509947904
284,-16069124120921934550532096
284,-16050299605964557478002688
284,-16031488436608488450293760
284,-16012690599116427042488320
284,-15993906079769721577668608
284,-15975134864868491533484032
284,-15956376940731490103197696
284,-15937632293696056951046144
285,-15918900910118191226683392
285,-15900182776372356144168960
285,-15881477878851551996411904
285,-15862786203967402054516736
285,-15844107738149864804974592
285,-15825442467847448698028032
285,-15806790379526842780483584
285,-15788151459673318275153920
285,-15769525694790449407983616
285,-15750913071400111260565504
285,-15732313576042389575827456
286,-15713727195275623707705344
286,-15695153915676513995325440
286,-15676593723839705151176704
286,-15658046606378250117578752
286,-15639512549923195602337792
286,-15620991541123642208288768
286,-15602483566646802415353856
286,-15583988613177987695640576
286,-15565506667420406649978880
286,-15547037716095317479260160
286,-15528581745941781023817728
287,-15510138743717002213326848
287,-15491708696195799638343680
287,-15473291590171172485988352
287,-15454887412453542478217216
287,-15436496149871436771622912
287,-15418117789271026248450048
287,-15399752317516159876333568
287,-15381399721488532212023296
287,-15363059988087438588248064
287,-15344733104229723574108160
287,-15326419056849954921250816
287,-15308117832900262502596608
288,-15289829419350303952601088
288,-15271553803187305469444096
288,-15253290971415952293363712
288,-15235040911058397296590848
288,-15216803609154250245931008
288,-15198579052760446806261760
288,-15180367228951450403995648
288,-15162168124818897892278272
288,-15143981727471936705921024
288,-15125808024036836166860800
288,-15107647001657219412393984
289,-15089498647493906628870144
289,-15071362948724981623685120
289,-15053239892545557749563392
289,-15035129466168074257301504
289,-15017031656821933371031552
289,-14998946451753790198513664
289,-14980873838227252083425280
289,-14962813803522908670132224
289,-14944766334938460752707584
289,-14926731419788559213658112
289,-14908709045404757779283968
289,-14890699199135594624057344
290,-14872701868346517208694784
290,-14854717040419661089341440
290,-14836744702754266529398784
290,-14818784842766038549397504
290,-14800837447887849154150400
290,-14782902505569039400566784
290,-14764980003275797354774528
290,-14747069928490857444409344
290,-14729172268713962167599104
290,-14711287011461033164275712
290,-14693414144265015177248768
291,-14675553654675182414987264
291,-14657705530257475706552320
291,-14639869758594300638134272
291,-14622046327284645664653312
291,-14604235223943944670806016
291,-14586436436203952417013760
291,-14568649951713105316675584
291,-14550875758136016777510912
291,-14533113843153777849270272
291,-14515364194463708115632128
291,-14497626799779594064887808
291,-14479901646831317575270400
292,-14462188723365236019560448
292,-14444488017143787128094720
292,-14426799515945628575203328
292,-14409123207565672338948096
292,-14391459079814872100241408
292,-14373807120520414368890880
292,-14356167317525516620136448
292,-14338539658689470244323328
292,-14320924131887629809483776
292,-14303320725011453863526400
292,-14285729425968159189368832
293,-14268150222681264118300672
293,-14250583103089849795608576
293,-14233028055149180803350528
293,-14215485066830357268004864
293,-14197954126120250435960832
293,-14180435221021710979432448
293,-14162928339553214661656576
293,-14145433469749205934276608
293,-14127950599659842386788352
293,-14110479717350812210429952
293,-14093020810903800202133504
294,-14075573868416019613089792
294,-14058138878000356030152704
294,-14040715827785371670806528
294,-14023304705915079897382912
294,-14005905500549245864771584
294,-13988518199863098757611520
294,-13971142792047505736466432
294,-13953779265308682027532288
294,-13936427607868294001852416
294,-13919087807963714725871616
294,-13901759853847441993367552
294,-13884443733787557886951424
295,-13867139436067464637579264
295,-13849846948985968376414208
295,-13832566260857019289305088
295,-13815297360010128228614144
295,-13798040234789859907076096
295,-13780794873556172200214528
295,-13763561264684136973467648
295,-13746339396564195632742400
295,-13729129257601727480201216
295,-13711930836217466326089728
295,-13694744120847101056778240
296,-13677569099941651444400128
296,-13660405761966935570907136
296,-13643254095404057306857472
296,-13626114088749011174424576
296,-13608985730512856293572608
296,-13591869009221585385553920
296,-13574763913416232147091456
296,-13557670431652624289759232
296,-13540588552501609025765376
296,-13523518264548913481515008
296,-13506459556395041618395136
296,-13489412416655377311989760
297,-13472376833960149992341504
297,-13455352796954275730161664
297,-13438340294297548362874880
297,-13421339314664435483672576
297,-13404349846744071999062016
297,-13387371879240470582263808
297,-13370405400872042784358400
297,-13353450400372030678499328
297,-13336506866488199769751552
297,-13319574787983079513260032
297,-13302654153633525227585536
298,-13285744952231102494277632
298,-13268847172581855229640704
298,-13251960803506290652348416
298,-13235085833839497395044352
298,-13218222252430952230813696
298,-13201370048144507188281344
298,-13184529209858546317918208
298,-13167699726465685044330496
298,-13150881586873094436290560
298,-13134074780002103922262016
298,-13117279294788452545986560
298,-13100495120182142937595904
299,-13083722245147501443153920
299,-13066960658662894656815104
299,-13050210349721279176638464
299,-13033471307329467165179904
299,-13016743520508631008149504
299,-13000026978294024141537280
299,-12983321669735028296253440
299,-12966627583895239397474304
299,-12949944709852252816277504
299,-12933273036697686991962112
299,-12916612553537252151525376
300,-12899963249490692327604224
300,-12883325113691774621057024
300,-12866698135288143172075520
300,-12850082303441460894105600
300,-12833477607327312837083136
300,-12816884036135208334917632
300,-12800301579068467188858880
300,-12783730225344337779097600
300,-12767169964193962705027072
300,-12750620784862123234689024
300,-12734082676607582902157312
301,-12717555628702784712343552
301,-12701039630433977842532352
301,-12684534671100966386794496
301,-12668040740017538852716544
301,-12651557826510967797710848
301,-12635085919922304034275328
301,-12618625009606125374406656
301,-12602175084930725608161280
301,-12585736135277972769734656
301,-12569308150043313432428544
301,-12552891118635686809305088
301,-12536485030477677224525824
302,-12520089875005318692339712
302,-12503705641668142161723392
302,-12487332319929089617035264
302,-12470969899264730973863936
302,-12454618369164783042691072
302,-12438277719132719414247424
302,-12421947938685048905007104
302,-12405629017351809478426624
302,-12389320944676441543409664
302,-12373023710215624745549824
302,-12356737303539295146999808
303,-12340461714230744010719232
303,-12324196931886531901128704
303,-12307942946116338360254464
303,-12291699746543226048217088
303,-12275467322803290703396864
303,-12259245664545878038282240
303,-12243034761433534347345920
303,-12226834603141828265902080
303,-12210645179359552633569280
303,-12194466479788475386167296
303,-12178298494143496322023424
303,-12162141212152606299783168
304,-12145994623556736914554880
304,-12129858718109867872092160
304,-12113733485578990481571840
304,-12097618915743989543993344
304,-12081514998397772201197568
304,-12065421723346136939364352
304,-12049339080407743524241408
304,-12033267059414252587581440
304,-12017205650210121616195584
304,-12001154842652607099437056
304,-11985114626611828953710592
305,-11969084991970716835381248
305,-11953065928625033763094528
305,-11937057426483146337026048
305,-11921059475466366188781568
305,-11905072065508612826464256
305,-11889095186556413634674688
305,-11873128828569322633822208
305,-11857172981519132353626112
305,-11841227635390533110595584
305,-11825292780180814507802624
305,-11809368405899779535536128
306,-11793454502569888452706304
306,-11777551060226149265178624
306,-11761658068916147790544896
306,-11745775518699893039300608
306,-11729903399649999750955008
306,-11714041701851471498182656
306,-11698190415401960532344832
306,-11682349530411383383916544
306,-11666519037002118430982144
306,-11650698925308986571882496
306,-11634889185479195390640128
306,-11619089807672347746893824
307,-11603300782060254944821248
307,-11587522098827265298137088
307,-11571753748169877583036416
307,-11555995720296962229010432
307,-11540248005429658239631360
307,-11524510593801270113337344
307,-11508783475657508361601024
307,-11493066641256087929487360
307,-11477360080867058908135424
307,-11461663784772671243288576
307,-11445977743267194346668032
308,-11430301946657153319174144
308,-11414636385261170037096448
308,-11398981049409911612506112
308,-11383335929446232127176704
308,-11367701015724932114415616
308,-11352076298612949685108736
308,-11336461768489218793799680
308,-11320857415744589781794816
308,-11305263230782069895331840
308,-11289679204016477540712448
308,-11274105325874730047111168
308,-11258541586795579526086656
309,-11242987977229660116221952
309,-11227444487639595357306880
309,-11211911108499856456417280
309,-11196387830296710748307456
309,-11180874643528382756683776
309,-11165371538704841593323520
309,-11149878506347822432911360
309,-11134395536990925297287168
309,-11118922621179509828747264
309,-11103459749470600800763904
309,-11088006912433079244029952
310,-11072564100647414011002880
310,-11057131304705844312014848
310,-11041708515212255161221120
310,-11026295722782258980978688
310,-11010892918043038835539968
310,-10995500091633372053372928
310,-10980117234203671029350400
310,-10964744336415987519717376
310,-10949381388943842990882816
310,-10934028382472456252686336
310,-10918685307698421335851008
310,-10903352155329911502929920
311,-10888028916086574021607424
311,-10872715580699633243914240
311,-10857412139911660825477120
311,-10842118584476695984603136
311,-10826834905160269124599808
311,-10811561092739189232893952
311,-10796297138001797284102144
311,-10781043031747730016829440
311,-10765798764788025160368128
311,-10750564327945016207998976
311,-10735339712052390399049728
312,-10720124907955081344712704
312,-10704919906509382844678144
312,-10689724698582815743148032
312,-10674539275054164436058112
312,-10659363626813442511339520
312,-10644197744761892748918784
312,-10629041619812004300587008
312,-10613895242887265729380352
312,-10598758604922538671734784
312,-10583631696863744304873472
312,-10568514509667975015956480
313,-10553407034303344078225408
313,-10538309261749206841819136
313,-10523221182995847201161216
313,-10508142789044718113128448
313,-10493074070908338517835776
313,-10478015019610076442787840
313,-10462965626184587089543168
313,-10447925881677192210939904
313,-10432895777144522208706560
313,-10417875303654000737386496
313,-10402864452284001470644224
313,-10387863214123852396232704
314,-10372871580273760654065664
314,-10357889541844883403177984
314,-10342917089959194677739520
314,-10327954215749605646139392
314,-10313000910359794959777792
314,-10298057164944344044535808
314,-10283122970668591071887360
314,-10268198318708703973343232
314,-10253283200251560181366784
314,-10238377606494931312967680
314,-10223481528647176079540224
315,-10208594957927607506567168
315,-10193717885565990422446080
315,-10178850302802996725022720
315,-10163992200889797359697920
315,-10149143571088412359262208
315,-10134304404671390868832256
315,-10119474692921959322222592
315,-10104654427133991377174528
315,-10089843598611801756925952
315,-10075042198670552124620800
315,-10060250218635800111742976
315,-10045467649843604544815104
316,-10030694483640761668599808
316,-10015930711384347732082688
316,-10001176324442159222620160
316,-9986431314192367121072128
316,-9971695672023635013402624
316,-9956969389335089025908736
316,-9942252457536339300057088
316,-9927544868047321078693888
316,-9912846612298427850031104
316,-9898157681730498462744576
316,-9883478067794683981987840
317,-9868807761952527146287104
317,-9854146755675917270384640
317,-9839495040447060180467712
317,-9824852607758521163841536
317,-9810219449113046727786496
317,-9795595556023826592563200
317,-9780980920014278943047680
317,-9766375532617992446672896
317,-9751779385378840070062080
317,-9737192469850955456708608
317,-9722614777598578308153344
317,-9708046300196333556858880
318,-9693487029228816901865472
318,-9678936956290815999606784
318,-9664396072987425354285056
318,-9649864370933683393134592
318,-9635341841754866671681536
318,-9620828477086265461702656
318,-9606324268573397425848320
318,-9591829207871682273869824
318,-9577343286646592086474752
318,-9562866496573822040276992
318,-9548398829338913524416512
319,-9533940276637544050851840
319,-9519490830175312505995264
319,-9505050481667778879160320
319,-9490619222840476073721856
319,-9476197045429004396396544
319,-9461783941178756679335936
319,-9447379901845057866563584
319,-9432984919193204742422528
319,-9418598984998398285840384
319,-9404222091045669582143488
319,-9389854229129804661129216
320,-9375495391055651587227648
320,-9361145568637715658833920
320,-9346804753700501931950080
320,-9332472938078099682099200
320,-9318150113614489494487040
320,-9303836272163480986976256
320,-9289531405588524905267200
320,-9275235505762876331655168
320,-9260948564569602201223168
320,-9246670573901301055225856
320,-9232401525660436974796800
320,-9218141411759040006979584
321,-9203890224118900511997952
321,-9189647954671371594760192
321,-9175414595357626802896896
321,-9161190138128245662416896
321,-9146974574943546537672704
321,-9132767897773461003567104
321,-9118570098597385669181440
321,-9104381169404438802071552
321,-9090201102193218736357376
321,-9076029888971868297232384
321,-9061867521758076948447232
322,-9047713992579009925349376
322,-9033569293471398429196288
322,-9019433416481374270914560
322,-9005306353664561139154944
322,-8991188097086220629180416
322,-8977078638820777648979968
322,-8962977970952102813368320
322,-8948886085573897917300736
322,-8934802974788705945911296
322,-8920728630708805501452288
322,-8906663045455754463019008
322,-8892606211160457632284672
323,-8878558119963184987111424
323,-8864518764013542690521088
323,-8850488135470439804698624
323,-8836466226502071111122944
323,-8822453029286009452363776
323,-8808448536009018901004288
323,-8794452738867187903627264
323,-8780465630065755334639616
323,-8766487201819247935225856
323,-8752517446351494271991808
323,-8738556355895477634334720
324,-8724603922693346771861504
324,-8710660138996374018457600
324,-8696724997065123869753344
324,-8682798489169355272617984
324,-8668880607587773590798336
324,-8654971344608347358756864
324,-8641070692528090312081408
324,-8627178643653260029722624
324,-8613295190299052991315968
324,-8599420324789768859680768
324,-8585554039458783637274624
324,-8571696326648599058317312
325,-8557847178710549457272832
325,-8544006588005188315906048
325,-8530174546902031638986752
325,-8516351047779519299584000
325,-8502536083025098790928384
325,-8488729645035301462081536
325,-8474931726215350602170368
325,-8461142318979759514583040
325,-8447361415751673313230848
325,-8433589008963305935470592
325,-8419825091055679222841344
326,-8406069654478788277305344
326,-8392322691691514488160256
326,-8378584195161519231598592
326,-8364854157365390973337600
326,-8351132570788488502312960
326,-8337419427925070853439488
326,-8323714721278111550275584
326,-8310018443359475772424192
326,-8296330586689765736710144
326,-8282651143798324992147456
326,-8268980107223395186245632
327,-8255317469511841187102720
327,-8241663223219275637456896
327,-8228017360910002046369792
327,-8214379875157147933212672
327,-8200750758542402834661376
327,-8187130003656315731181568
327,-8173517603097898836295680
327,-8159913549474959382806528
327,-8146317835403918160429056
327,-8132730453509800925855744
327,-8119151396426321080877056
327,-8105580656795676735176704
328,-8092018227268822363013120
328,-8078464100505114468417536
328,-8064918269172699205992448
328,-8051380725948077515472896
328,-8037851463516410064404480
328,-8024330474571376587964416
328,-8010817751815112538193920
328,-7997313287958341154242560
328,-7983817075720252129542144
328,-7970329107828506980515840
328,-7956849377019270185091072
329,-7943377876037113619677184
329,-7929914597635061656322048
329,-7916459534574686725734400
329,-7903012679625799005896704
329,-7889574025566787871965184
329,-7876143565184291183788032
329,-7862721291273523850903552
329,-7849307196637865515679744
329,-7835901274089140799930368
329,-7822503516447635411042304
329,-7809113916541779388137472
329,-7795732467208406947594240
330,-7782359161292769367949312
330,-7768993991648238637154304
330,-7755636951136619911446528
330,-7742288032627957168078848
330,-7728947229000436568555520
330,-7715614533140740793434112
330,-7702289937943581964632064
330,-7688973436311904582631424
330,-7675665021157095979876352
330,-7662364685398506358177792
330,-7649072421963777353711616
331,-7635788223788828078374912
331,-7622512083817530849755136
331,-7609243995001960299233280
331,-7595983950302588792995840
331,-7582731942687771035959296
331,-7569487965134001769807872
331,-7556252010625997377372160
331,-7543024072156545558773760
331,-7529804142726419432079360
331,-7516592215344591207923712
331,-7503388283028113004167168
331,-7490192338801876327727104
332,-7477004375699137134329856
332,-7463824386760949966569472
332,-7450652365036394513432576
332,-7437488303582695869382656
332,-7424332195464892748136448
332,-7411184033756236914622464
332,-7398043811537758319542272
332,-7384911521898534608568320
332,-7371787157935555830874112
332,-7358670712753779199967232
332,-7345562179466067890405376
333,-7332461551193214660116480
333,-7319368821063951514075136
333,-7306283982214842330120192
333,-7293207027790344062238720
333,-7280137950942809961791488
333,-7267076744832444480356352
333,-7254023402627331187015680
333,-7240977917503274928308224
333,-7227940282644069189943296
333,-7214910491241169679286272
333,-7201888536493986383134720
334,-7188874411609564666396672
334,-7175868109802902025928704
334,-7162869624296549732319232
334,-7149878948320988639526912
334,-7136896075114443427545088
334,-7123920997922806366732288
334,-7110953709999704963547136
334,-7097994204606552426414080
334,-7085042475012323253682176
334,-7072098514493851733852160
334,-7059162316335546330251264
334,-7046233873829500276441088
335,-7033313180275504461119488
335,-7020400228980929316519936
335,-7007495013260897690845184
335,-6994597526438046477582336
335,-6981707761842693045485568
335,-6968825712812752560455680
335,-6955951372693677855997952
335,-6943084734838679550296064
335,-6930225792608223535038464
335,-6917374539370693474123776
335,-6904530968501805614366720
336,-6891695073384831050055680
336,-6878866847410734235648000
336,-6866046283977717719236608
336,-6853233376491801963134976
336,-6840428118366265924386816
336,-6827630503022022864404480
336,-6814840523887366945898496
336,-6802058174398107450605568
336,-6789283447997524755873792
336,-6776516338136354228535296
336,-6763756838272667039563776
336,-6751004941872044110249984
337,-6738260642407537457496064
337,-6725523933359442560548864
337,-6712794808215662359478272
337,-6700073260471139245752320
337,-6687359283628604534030336
337,-6674652871197837580304384
337,-6661954016696118900948992
337,-6649262713648093807509504
337,-6636578955585634967748608
337,-6623902736047921862541312
337,-6611234048581573929861120
338,-6598572886740373539389440
338,-6585919244085517248102400
338,-6573273114185416084291584
338,-6560634490615748160913408
338,-6548003366959444716945408
338,-6535379736806620324167680
338,-6522763593754840248877056
338,-6510154931408717798703104
338,-6497553743380100079943680
338,-6484960023288100209819648
338,-6472373764759014638354432
338,-6459794961426237249028096
339,-6447223606930464443465728
339,-6434659694919544817582080
339,-6422103219048383598559232
339,-6409554172979185310498816
339,-6397012550381086554718208
339,-6384478344930500680876032
339,-6371951550311022223949824
339,-6359432160213140215169024
339,-6346920168334697743515648
339,-6334415568380384075841536
339,-6321918354062064295608320
340,-6309428519098685887348736
340,-6296946057216314170146816
340,-6284470962147899295662080
340,-6272003227633537167392768
340,-6259542847420377098878976
340,-6247089815262577790287872
340,-6234644124921118349852672
340,-6222205770164317984915456
340,-6209774744767196051800064
340,-6197351042511868266545152
340,-6184934657187397454790656
341,-6172525582589869787447296
341,-6160123812522176811106304
341,-6147729340794258113691648
341,-6135342161223030457499648
341,-6122962267632277183791104
341,-6110589653852555870994432
341,-6098224313721522604736512
341,-6085866241083688238448640
341,-6073515429790371148726272
341,-6061171873699791724609536
341,-6048835566677076662550528
341,-6036506502594148371005440
342,-6024184675329830197133312
342,-6011870078769678923071488
342,-5999562706806311183450112
342,-5987262553338682984628224
342,-5974969612273179552645120
342,-5962683877522561992491008
342,-5950405343006396784836608
342,-5938134002651261944463360
342,-5925869850390270278893568
342,-5913612880163406543323136
342,-5901363085917403960311808
343,-5889120461605671205339136
343,-5876885001188394412277760
343,-5864656698632527509716992
343,-5852435547911607537369088
343,-5840221543006082137325568
343,-5828014677902772683145216
343,-5815814946595552884686848
343,-5803622343084687363145728
343,-5791436861377279401394176
343,-5779258495486960632594432
343,-5767087239434133705850880
343,-5754923087245760759070720
344,-5742766032955364492705792
344,-5730616070603323448754176
344,-5718473194236380237004800
344,-5706337397907953993908224
344,-5694208675678171521089536
344,-5682087021613572006346752
344,-5669972429787377606590464
344,-5657864894279317354184704
344,-5645764409175749563514880
344,-5633670968569486811070464
344,-5621584566559939816849408
345,-5609505197253039061204992
345,-5597432854761250890973184
345,-5585367533203509873737728
345,-5573309226705276779888640
345,-5561257929398483821789184
345,-5549213635421593709576192
345,-5537176338919560996454400
345,-5525146034043623772782592
345,-5513122714951755711381504
345,-5501106375808178588745728
345,-5489097010783625351790592
345,-5477094614055320790499328
346,-5465099179806713102467072
346,-5453110702227835743895552
346,-5441129175515095902453760
346,-5429154593871375429009408
346,-5417186951505670060376064
346,-5405226242633641322610688
346,-5393272461477246090084352
346,-5381325602264692562067456
346,-5369385659230636757483520
